Player,Season,Club,Goals,Assists,Goal_Contribution,Shot_Accuracy,Defensive_Contribution,Minutes_Per_Appearance,Discipline_Score,Age,Position,Market_Value_EUR
Maya Yoshida,2015-2016,Southampton,0.0,0.0,0.0,100.0,122.0,50.7,0.0,26,DF,3600000
Oriol Romeu,2015-2016,Southampton,1.0,0.0,1.0,28.57142857142857,158.0,55.37931034482759,7.0,23,MF,11000000
Ryan Bertrand,2015-2016,Southampton,1.0,3.0,4.0,16.666666666666664,210.0,90.0,6.0,25,DF,12600000
Sadio Mané,2015-2016,Southampton,1.0,3.0,4.0,22.22222222222222,176.0,85.21428571428571,4.0,23,FW,27000000
Shane Long,2015-2016,Southampton,10.0,4.0,14.0,34.92063492063492,59.0,75.39285714285714,2.0,28,FW,9000000
Steven Davis,2015-2016,Southampton,5.0,3.0,8.0,45.0,146.0,76.79411764705883,4.0,30,MF,6600000
Victor Wanyama,2015-2016,Southampton,1.0,0.0,1.0,16.129032258064516,230.0,83.33333333333333,13.0,24,MF,16500000
Virgil van Dijk,2015-2016,Southampton,3.0,0.0,3.0,33.33333333333333,437.0,90.0,2.0,24,DF,10800000
Bojan,2015-2016,Stoke City,7.0,1.0,8.0,41.66666666666667,34.0,63.2962962962963,2.0,25,FW,9000000
Charlie Adam,2015-2016,Stoke City,1.0,1.0,2.0,13.79310344827586,48.0,47.36363636363637,9.0,29,MF,4050000
Erik Pieters,2015-2016,Stoke City,0.0,1.0,1.0,20.0,322.0,88.45714285714286,10.0,26,DF,6300000
Geoff Cameron,2015-2016,Stoke City,0.0,0.0,0.0,13.333333333333334,233.0,78.7,3.0,30,DF,2700000
Giannelli Imbula,2015-2016,Stoke City,2.0,0.0,2.0,0.0,28.0,90.0,4.0,22,MF,13200000
Glen Johnson,2015-2016,Stoke City,0.0,3.0,3.0,0.0,132.0,87.44,1.0,30,DF,6300000
Glenn Whelan,2015-2016,Stoke City,0.0,0.0,0.0,27.27272727272727,265.0,85.75675675675676,6.0,31,MF,2250000
Ibrahim Afellay,2015-2016,Stoke City,2.0,2.0,4.0,20.51282051282051,51.0,91.52173913043478,6.0,29,FW,4500000
Jonathan Walters,2015-2016,Stoke City,5.0,3.0,8.0,40.625,45.0,63.851851851851855,1.0,31,FW,3150000
Joselu,2015-2016,Stoke City,4.0,1.0,5.0,55.172413793103445,32.0,49.54545454545455,0.0,25,FW,5400000
Mame Biram Diouf,2015-2016,Stoke City,5.0,0.0,5.0,51.61290322580645,42.0,48.80769230769231,3.0,27,FW,7200000
Marc Muniesa,2015-2016,Stoke City,0.0,0.0,0.0,0.0,118.0,74.06666666666666,2.0,23,DF,3500000
Marco van Ginkel,2015-2016,Stoke City,0.0,0.0,0.0,16.666666666666664,66.0,44.23529411764706,0.0,22,MF,15000000
Peter Crouch,2015-2016,Stoke City,0.0,0.0,0.0,42.85714285714285,16.0,41.54545454545455,0.0,34,FW,1350000
Phil Bardsley,2015-2016,Stoke City,0.0,1.0,1.0,28.57142857142857,89.0,74.18181818181819,1.0,30,DF,1350000
Philipp Wollscheid,2015-2016,Stoke City,0.0,0.0,0.0,0.0,332.0,86.61290322580645,2.0,26,DF,6750000
Ryan Shawcross,2015-2016,Stoke City,0.0,0.0,0.0,0.0,195.0,84.85,2.0,27,DF,9900000
Stephen Ireland,2015-2016,Stoke City,0.0,1.0,1.0,0.0,14.0,17.76923076923077,2.0,28,MF,1350000
Xherdan Shaqiri,2015-2016,Stoke City,3.0,6.0,9.0,27.500000000000004,35.0,75.11111111111111,3.0,23,MF,16500000
Adam Johnson,2015-2016,Sunderland,2.0,5.0,7.0,18.75,29.0,60.10526315789474,3.0,28,MF,6750000
Billy Jones,2015-2016,Sunderland,1.0,1.0,2.0,28.57142857142857,187.0,84.70833333333333,8.0,28,DF,1350000
Dame N'Doye,2015-2016,Sunderland,1.0,0.0,1.0,44.44444444444444,25.0,51.54545454545455,2.0,30,FW,2700000
Danny Graham,2015-2016,Sunderland,0.0,0.0,0.0,0.0,15.0,35.8,0.0,29,FW,1350000
DeAndre Yedlin,2015-2016,Sunderland,0.0,0.0,0.0,25.0,166.0,78.78260869565217,2.0,22,DF,2700000
Duncan Watmore,2015-2016,Sunderland,3.0,0.0,3.0,57.14285714285714,13.0,39.43478260869565,0.0,21,FW,2250000
Fabio Borini,2015-2016,Sunderland,5.0,0.0,5.0,37.5,78.0,73.03846153846153,6.0,24,FW,4500000
Jack Rodwell,2015-2016,Sunderland,1.0,0.0,1.0,28.000000000000004,63.0,52.63636363636363,5.0,24,DF,6300000
Jan Kirchhoff,2015-2016,Sunderland,0.0,0.0,0.0,0.0,138.0,72.2,0.0,24,DF,2700000
Jeremain Lens,2015-2016,Sunderland,3.0,3.0,6.0,26.923076923076923,49.0,64.65,6.0,27,FW,9900000
Jermain Defoe,2015-2016,Sunderland,15.0,0.0,15.0,45.88235294117647,21.0,77.27272727272727,3.0,32,FW,5850000
John O'Shea,2015-2016,Sunderland,0.0,0.0,0.0,42.85714285714285,265.0,71.71428571428571,2.0,34,DF,900000
Lamine Koné,2015-2016,Sunderland,2.0,1.0,3.0,40.0,209.0,87.66666666666667,0.0,26,DF,5400000
Lee Cattermole,2015-2016,Sunderland,0.0,0.0,0.0,9.090909090909092,158.0,88.64,8.0,27,MF,3500000
Ola Toivonen,2015-2016,Sunderland,0.0,2.0,2.0,14.285714285714285,24.0,55.25,1.0,29,MF,18000000
Patrick van Aanholt,2015-2016,Sunderland,4.0,3.0,7.0,19.565217391304348,260.0,90.0,2.0,24,DF,5400000
Sebastian Larsson,2015-2016,Sunderland,0.0,0.0,0.0,33.33333333333333,185.0,76.8125,4.0,30,DF,2250000
Sebastián Coates,2015-2016,Sunderland,2.0,0.0,2.0,41.17647058823529,26.0,59.11111111111112,0.0,24,DF,4500000
Steven Fletcher,2015-2016,Sunderland,4.0,0.0,4.0,40.0,22.0,63.5,0.0,28,FW,2700000
Wahbi Khazri,2015-2016,Sunderland,2.0,1.0,3.0,0.0,49.0,76.92857142857143,3.0,24,FW,8100000
Yann M'Vila,2015-2016,Sunderland,1.0,4.0,5.0,0.0,304.0,86.16216216216216,1.0,25,MF,8200000
Younes Kaboul,2015-2016,Sunderland,0.0,1.0,1.0,33.33333333333333,311.0,91.3181818181818,6.0,29,DF,2200000
Alberto Paloschi,2015-2016,Swansea City,2.0,0.0,2.0,46.66666666666666,19.0,66.9,2.0,25,FW,5400000
André Ayew,2015-2016,Swansea City,12.0,0.0,12.0,40.298507462686565,93.0,86.38235294117646,5.0,25,FW,16200000
Angel Rangel,2015-2016,Swansea City,0.0,0.0,0.0,0.0,181.0,91.05,6.0,33,DF,1650000
Ashley Williams,2015-2016,Swansea City,2.0,0.0,2.0,0.0,524.0,90.0,8.0,30,DF,5850000
Bafétimbi Gomis,2015-2016,Swansea City,6.0,0.0,6.0,28.8135593220339,32.0,51.333333333333336,0.0,29,FW,6300000
Federico Fernández,2015-2016,Swansea City,1.0,1.0,2.0,0.0,378.0,90.0,3.0,26,DF,8100000
Gylfi Sigurdsson,2015-2016,Swansea City,11.0,3.0,14.0,36.36363636363637,89.0,81.02777777777777,6.0,26,MF,25000000
Jack Cork,2015-2016,Swansea City,1.0,0.0,1.0,31.57894736842105,239.0,72.68571428571428,3.0,26,MF,5500000
Jefferson Montero,2015-2016,Swansea City,0.0,2.0,2.0,30.0,32.0,90.46666666666668,0.0,25,FW,5000000
Jonjo Shelvey,2015-2016,Swansea City,1.0,5.0,6.0,28.57142857142857,107.0,73.16129032258064,8.0,23,MF,16500000
Ki Sung-yueng,2015-2016,Swansea City,2.0,1.0,3.0,29.166666666666668,82.0,66.03571428571429,4.0,26,MF,7700000
Kyle Naughton,2015-2016,Swansea City,0.0,3.0,3.0,25.0,153.0,65.29629629629629,2.0,26,DF,4500000
Leon Britton,2015-2016,Swansea City,0.0,0.0,0.0,0.0,126.0,61.04,4.0,32,MF,1100000
Leroy Fer,2015-2016,Swansea City,0.0,0.0,0.0,20.0,51.0,68.81818181818181,2.0,25,MF,8800000
Modou Barrow,2015-2016,Swansea City,1.0,0.0,1.0,36.36363636363637,31.0,35.5,0.0,22,FW,2700000
Neil Taylor,2015-2016,Swansea City,0.0,0.0,0.0,0.0,184.0,86.67647058823529,4.0,26,DF,5500000
Wayne Routledge,2015-2016,Swansea City,2.0,1.0,3.0,50.0,45.0,60.0,3.0,30,MF,3300000
Éder,2015-2016,Swansea City,0.0,0.0,0.0,20.0,11.0,20.692307692307693,0.0,27,FW,4500000
Adlene Guedioura,2015-2016,Watford,0.0,0.0,0.0,23.07692307692308,31.0,23.38888888888889,2.0,29,MF,1100000
Allan-Romeo Nyom,2015-2016,Watford,0.0,1.0,1.0,14.285714285714285,221.0,88.35714285714286,8.0,27,DF,3600000
Almen Abdi,2015-2016,Watford,2.0,0.0,2.0,25.64102564102564,142.0,62.0,4.0,28,MF,3750000
Ben Watson,2015-2016,Watford,2.0,0.0,2.0,23.52941176470588,234.0,80.42857142857143,4.0,30,MF,1350000
Craig Cathcart,2015-2016,Watford,1.0,0.0,1.0,40.0,304.0,86.65714285714286,3.0,26,DF,3600000
Etienne Capoue,2015-2016,Watford,0.0,0.0,0.0,22.857142857142858,229.0,85.51515151515152,7.0,27,MF,9900000
Ikechi Anya,2015-2016,Watford,0.0,1.0,1.0,10.0,96.0,60.0,0.0,27,MF,44000000
José Holebas,2015-2016,Watford,2.0,0.0,2.0,40.0,390.0,85.62162162162163,7.0,31,DF,1800000
José Manuel Jurado,2015-2016,Watford,0.0,0.0,0.0,7.6923076923076925,90.0,85.9090909090909,2.0,29,MF,10000000
Juan Carlos Paredes,2015-2016,Watford,0.0,0.0,0.0,20.0,45.0,45.05882352941177,1.0,28,MF,33000000
Mario Suárez,2015-2016,Watford,0.0,0.0,0.0,12.5,50.0,49.6,2.0,28,MF,7700000
Miguel Britos,2015-2016,Watford,0.0,0.0,0.0,0.0,226.0,86.5,7.0,30,DF,3150000
Nathan Ake,2015-2016,Watford,1.0,0.0,1.0,0.0,235.0,78.08333333333333,7.0,20,DF,4500000
Nordin Amrabat,2015-2016,Watford,0.0,0.0,0.0,42.85714285714285,10.0,41.75,5.0,28,MF,4950000
Odion Ighalo,2015-2016,Watford,15.0,3.0,18.0,44.03669724770643,71.0,85.16216216216216,4.0,26,FW,10800000
Sebastian Prödl,2015-2016,Watford,0.0,1.0,1.0,14.285714285714285,33.0,30.38888888888889,2.0,28,MF,4400000
Troy Deeney,2015-2016,Watford,13.0,7.0,20.0,34.04255319148936,118.0,86.60526315789474,6.0,27,FW,9900000
Valon Behrami,2015-2016,Watford,0.0,0.0,0.0,0.0,130.0,60.95238095238095,6.0,30,MF,2750000
Callum McManaman,2015-2016,West Bromwich Albion,2.0,3.0,5.0,0.0,318.0,86.54054054054055,7.0,24,FW,3600000
Chris Brunt,2015-2016,West Bromwich Albion,0.0,3.0,3.0,23.52941176470588,143.0,81.95454545454545,7.0,30,MF,4400000
Claudio Yacob,2015-2016,West Bromwich Albion,0.0,0.0,0.0,0.0,307.0,83.94117647058823,8.0,28,MF,4400000
Craig Dawson,2015-2016,West Bromwich Albion,4.0,0.0,4.0,21.052631578947366,333.0,89.07894736842105,3.0,25,DF,5400000
Craig Gardner,2015-2016,West Bromwich Albion,3.0,3.0,6.0,26.08695652173913,107.0,59.794117647058826,5.0,28,MF,6600000
Darren Fletcher,2015-2016,West Bromwich Albion,1.0,3.0,4.0,18.181818181818183,148.0,88.78947368421052,3.0,31,MF,1800000
Gareth McAuley,2015-2016,West Bromwich Albion,1.0,0.0,1.0,42.85714285714285,340.0,89.97058823529412,7.0,35,DF,900000
James Chester,2015-2016,West Bromwich Albion,0.0,0.0,0.0,0.0,111.0,74.0,5.0,26,DF,4500000
James McClean,2015-2016,West Bromwich Albion,2.0,2.0,4.0,29.03225806451613,162.0,68.91428571428571,10.0,26,MF,2700000
James Morrison,2015-2016,West Bromwich Albion,3.0,3.0,6.0,50.0,85.0,74.61111111111111,3.0,29,MF,4500000
Jonas Olsson,2015-2016,West Bromwich Albion,1.0,1.0,2.0,33.33333333333333,220.0,72.0,5.0,32,DF,1350000
Jonny Evans,2015-2016,West Bromwich Albion,1.0,1.0,2.0,14.285714285714285,298.0,86.43333333333334,4.0,27,DF,5400000
Rickie Lambert,2015-2016,West Bromwich Albion,1.0,1.0,2.0,28.57142857142857,6.0,32.473684210526315,2.0,33,FW,2250000
Salomón Rondón,2015-2016,West Bromwich Albion,11.0,6.0,17.0,39.53488372093023,103.0,70.37837837837837,10.0,25,FW,15300000
Stéphane Sessègnon,2015-2016,West Bromwich Albion,2.0,2.0,4.0,32.25806451612903,40.0,70.32,1.0,31,FW,1800000
Sébastien Pocognoli,2015-2016,West Bromwich Albion,1.0,0.0,1.0,15.0,355.0,87.15625,4.0,27,DF,675000
Victor Anichebe,2015-2016,West Bromwich Albion,0.0,0.0,0.0,30.76923076923077,12.0,36.5,0.0,27,FW,1800000
Aaron Cresswell,2015-2016,West Ham United,2.0,4.0,6.0,25.0,213.0,89.5945945945946,1.0,25,DF,13200000
Alexandre Song,2015-2016,West Ham United,0.0,0.0,0.0,0.0,59.0,54.833333333333336,1.0,28,MF,6600000
Andy Carroll,2015-2016,West Ham United,9.0,0.0,9.0,44.642857142857146,51.0,53.11111111111112,2.0,26,FW,9000000
Angelo Ogbonna,2015-2016,West Ham United,0.0,0.0,0.0,0.0,273.0,83.14285714285714,5.0,27,DF,8100000
Cheikhou Kouyaté,2015-2016,West Ham United,5.0,2.0,7.0,40.0,242.0,88.5,8.0,25,MF,13200000
Diafra Sakho,2015-2016,West Ham United,5.0,1.0,6.0,37.5,43.0,72.61904761904762,3.0,25,FW,10800000
Dimitri Payet,2015-2016,West Ham United,9.0,12.0,21.0,40.57971014492754,49.0,85.7,3.0,28,FW,20700000
Emmanuel Emenike,2015-2016,West Ham United,0.0,0.0,0.0,0.0,11.0,39.15384615384615,0.0,28,FW,9000000
Enner Valencia,2015-2016,West Ham United,4.0,2.0,6.0,35.294117647058826,45.0,53.10526315789474,1.0,25,FW,9000000
James Collins,2015-2016,West Ham United,0.0,0.0,0.0,30.76923076923077,210.0,75.78947368421052,6.0,31,DF,2200000
James Tomkins,2015-2016,West Ham United,0.0,0.0,0.0,11.11111111111111,227.0,78.52,4.0,26,DF,6300000
Manuel Lanzini,2015-2016,West Ham United,6.0,2.0,8.0,22.916666666666664,65.0,73.84615384615384,3.0,22,MF,16500000
Mark Noble,2015-2016,West Ham United,7.0,4.0,11.0,35.294117647058826,217.0,86.5945945945946,8.0,28,MF,7700000
Marko Arnautovic,2015-2016,West Ham United,11.0,6.0,17.0,31.428571428571427,95.0,82.88235294117646,2.0,26,FW,9000000
Mauro Zárate,2015-2016,West Ham United,3.0,0.0,3.0,37.93103448275862,40.0,52.66666666666666,1.0,28,FW,2700000
Michail Antonio,2015-2016,West Ham United,8.0,3.0,11.0,37.03703703703704,143.0,79.3076923076923,3.0,25,FW,9900000
Nikica Jelavic,2015-2016,West Ham United,1.0,0.0,1.0,9.090909090909092,10.0,26.07692307692308,1.0,30,FW,3600000
Pedro Obiang,2015-2016,West Ham United,0.0,1.0,1.0,12.5,110.0,89.91666666666667,2.0,23,MF,9000000
Sam Byram,2015-2016,West Ham United,4.0,0.0,4.0,31.428571428571427,27.0,91.63157894736842,0.0,21,MF,4500000
Victor Moses,2015-2016,West Ham United,1.0,2.0,3.0,18.181818181818183,26.0,46.71428571428572,0.0,24,FW,6300000
Winston Reid,2015-2016,West Ham United,1.0,1.0,2.0,0.0,302.0,89.0,5.0,27,DF,9000000
Aaron Ramsey,2016-2017,Arsenal,1.0,4.0,5.0,28.57142857142857,49.0,53.43478260869565,3.0,25,MF,38500000
Alex Iwobi,2016-2017,Arsenal,3.0,3.0,6.0,28.205128205128204,35.0,56.23076923076923,1.0,20,FW,9000000
Alex Oxlade-Chamberlain,2016-2017,Arsenal,2.0,7.0,9.0,28.57142857142857,72.0,53.86206896551724,1.0,22,MF,24200000
Alexis Sanchez,2016-2017,Arsenal,24.0,10.0,34.0,37.98449612403101,82.0,84.8157894736842,6.0,28,FW,58500000
Danny Welbeck,2016-2017,Arsenal,2.0,2.0,4.0,42.10526315789473,25.0,46.625,0.0,25,FW,13500000
Francis Coquelin,2016-2017,Arsenal,0.0,0.0,0.0,21.428571428571427,163.0,61.55172413793103,5.0,25,MF,33000000
Gabriel Paulista,2016-2017,Arsenal,0.0,0.0,0.0,22.22222222222222,149.0,79.78947368421052,6.0,25,DF,11700000
Granit Xhaka,2016-2017,Arsenal,2.0,2.0,4.0,26.47058823529412,153.0,77.6875,11.0,23,MF,44000000
Hector Bellerin,2016-2017,Arsenal,1.0,4.0,5.0,22.727272727272727,113.0,75.72727272727273,4.0,21,DF,30000000
Kieran Gibbs,2016-2017,Arsenal,0.0,1.0,1.0,40.0,56.0,63.81818181818182,3.0,26,DF,9000000
Laurent Koscielny,2016-2017,Arsenal,2.0,0.0,2.0,44.44444444444444,362.0,85.54545454545455,4.0,30,DF,19800000
Lucas Pérez,2016-2017,Arsenal,1.0,0.0,1.0,44.44444444444444,6.0,24.09090909090909,0.0,28,FW,16700000
Mesut Özil,2016-2017,Arsenal,8.0,9.0,17.0,45.0,51.0,86.27272727272727,2.0,28,MF,55000000
Mohamed Elneny,2016-2017,Arsenal,0.0,1.0,1.0,13.333333333333334,35.0,49.57142857142857,1.0,24,MF,11000000
Nacho Monreal,2016-2017,Arsenal,0.0,2.0,2.0,16.666666666666664,288.0,87.58333333333333,5.0,30,DF,13000000
Olivier Giroud,2016-2017,Arsenal,12.0,3.0,15.0,51.28205128205128,43.0,41.172413793103445,2.0,29,FW,19800000
Shkodran Mustafi,2016-2017,Arsenal,2.0,2.0,4.0,25.0,249.0,87.5,11.0,24,DF,27000000
Theo Walcott,2016-2017,Arsenal,10.0,2.0,12.0,46.774193548387096,63.0,68.75,1.0,27,FW,24800000
Andre Gray,2016-2017,Burnley,9.0,3.0,12.0,40.42553191489361,16.0,70.84375,2.0,25,FW,9000000
Ashley Barnes,2016-2017,Burnley,6.0,2.0,8.0,42.22222222222222,58.0,63.392857142857146,9.0,26,FW,2250000
Ben Mee,2016-2017,Burnley,0.0,0.0,0.0,37.5,465.0,88.67647058823529,5.0,26,DF,5400000
Dean Marney,2016-2017,Burnley,0.0,2.0,2.0,25.0,108.0,84.28571428571429,7.0,32,MF,22000000
George Boyd,2016-2017,Burnley,2.0,1.0,3.0,17.647058823529413,163.0,79.0,3.0,30,MF,24200000
James Tarkowski,2016-2017,Burnley,0.0,0.0,0.0,0.0,74.0,29.26315789473684,1.0,23,DF,1800000
Jeff Hendrick,2016-2017,Burnley,2.0,1.0,3.0,19.35483870967742,116.0,84.21875,9.0,24,MF,9000000
Joey Barton,2016-2017,Burnley,1.0,0.0,1.0,25.0,85.0,78.85714285714286,4.0,33,MF,11000000
Johann Gudmundsson,2016-2017,Burnley,1.0,2.0,3.0,47.05882352941176,62.0,49.7,1.0,26,FW,2250000
Matthew Lowton,2016-2017,Burnley,0.0,2.0,2.0,33.33333333333333,370.0,90.0,9.0,27,DF,2250000
Michael Keane,2016-2017,Burnley,2.0,1.0,3.0,34.78260869565217,395.0,90.0,4.0,23,DF,16200000
Robbie Brady,2016-2017,Burnley,1.0,2.0,3.0,15.789473684210526,41.0,51.142857142857146,1.0,24,MF,9000000
Sam Vokes,2016-2017,Burnley,10.0,3.0,13.0,40.35087719298245,51.0,55.54054054054054,0.0,26,FW,4400000
Scott Arfield,2016-2017,Burnley,1.0,0.0,1.0,15.909090909090908,103.0,67.87096774193549,3.0,27,MF,3300000
Stephen Ward,2016-2017,Burnley,1.0,1.0,2.0,14.285714285714285,313.0,87.35135135135135,5.0,30,DF,1350000
Steven Defour,2016-2017,Burnley,1.0,3.0,4.0,75.0,66.0,51.333333333333336,1.0,28,MF,6600000
Branislav Ivanovic,2016-2017,Chelsea,0.0,0.0,0.0,28.57142857142857,48.0,44.92307692307692,2.0,32,DF,4500000
Cesar Azpilicueta,2016-2017,Chelsea,1.0,4.0,5.0,33.33333333333333,282.0,90.0,4.0,27,DF,30000000
Cesc Fàbregas,2016-2017,Chelsea,5.0,12.0,17.0,34.61538461538461,64.0,45.75862068965517,8.0,29,MF,38500000
David Luiz,2016-2017,Chelsea,0.0,0.0,0.0,32.25806451612903,291.0,89.57575757575758,6.0,29,DF,27000000
Diego Costa,2016-2017,Chelsea,20.0,7.0,27.0,37.83783783783784,67.0,88.25714285714285,10.0,27,FW,45000000
Eden Hazard,2016-2017,Chelsea,16.0,5.0,21.0,42.85714285714285,50.0,83.38888888888889,3.0,25,FW,67500000
Gary Cahill,2016-2017,Chelsea,6.0,0.0,6.0,41.66666666666667,285.0,89.08108108108108,5.0,30,DF,14400000
Marcos Alonso,2016-2017,Chelsea,6.0,3.0,9.0,34.78260869565217,181.0,86.90322580645162,2.0,25,DF,25000000
Michy Batshuayi,2016-2017,Chelsea,5.0,1.0,6.0,47.05882352941176,5.0,11.95,0.0,22,FW,22500000
N'Golo Kanté,2016-2017,Chelsea,1.0,1.0,2.0,25.925925925925924,254.0,89.68571428571428,9.0,25,MF,22000000
Nathaniel Chalobah,2016-2017,Chelsea,0.0,1.0,1.0,100.0,11.0,15.9,2.0,21,MF,3000000
Nemanja Matic,2016-2017,Chelsea,0.0,7.0,7.0,35.0,156.0,77.05714285714286,4.0,28,MF,44000000
Pedro,2016-2017,Chelsea,9.0,9.0,18.0,28.8135593220339,81.0,61.457142857142856,6.0,29,FW,25200000
Victor Moses,2016-2017,Chelsea,3.0,2.0,5.0,33.33333333333333,143.0,73.3529411764706,4.0,25,FW,16200000
Willian,2016-2017,Chelsea,8.0,2.0,10.0,34.090909090909086,31.0,44.97058823529412,3.0,27,FW,28800000
Andros Townsend,2016-2017,Crystal Palace,3.0,4.0,7.0,23.214285714285715,142.0,70.16666666666667,4.0,25,MF,13200000
Christian Benteke,2016-2017,Crystal Palace,15.0,2.0,17.0,38.095238095238095,64.0,87.13888888888889,10.0,25,FW,25200000
Chung-Yong Lee,2016-2017,Crystal Palace,0.0,1.0,1.0,50.0,21.0,31.066666666666663,0.0,28,FW,1350000
Damien Delaney,2016-2017,Crystal Palace,0.0,2.0,2.0,20.0,231.0,66.9,8.0,35,DF,900000
Fraizer Campbell,2016-2017,Crystal Palace,1.0,0.0,1.0,25.0,5.0,12.833333333333334,0.0,28,FW,1800000
James McArthur,2016-2017,Crystal Palace,5.0,3.0,8.0,26.08695652173913,115.0,69.3103448275862,5.0,28,MF,5400000
James Tomkins,2016-2017,Crystal Palace,3.0,0.0,3.0,28.57142857142857,202.0,82.33333333333333,4.0,27,DF,6300000
Jason Puncheon,2016-2017,Crystal Palace,0.0,5.0,5.0,24.444444444444443,153.0,85.94444444444444,9.0,30,MF,3300000
Jeffrey Schlupp,2016-2017,Crystal Palace,0.0,0.0,0.0,0.0,114.0,59.78947368421053,0.0,23,DF,7200000
Joe Ledley,2016-2017,Crystal Palace,1.0,0.0,1.0,33.33333333333333,82.0,64.5,1.0,29,MF,5000000
Joel Ward,2016-2017,Crystal Palace,0.0,1.0,1.0,14.285714285714285,292.0,89.94736842105263,7.0,26,DF,4500000
Luka Milivojevic,2016-2017,Crystal Palace,2.0,0.0,2.0,28.57142857142857,97.0,87.64285714285714,4.0,25,MF,16500000
Martin Kelly,2016-2017,Crystal Palace,0.0,2.0,2.0,0.0,219.0,73.37931034482759,4.0,26,MF,3300000
Scott Dann,2016-2017,Crystal Palace,3.0,1.0,4.0,47.61904761904761,170.0,75.82608695652173,2.0,29,DF,4500000
Wilfried Zaha,2016-2017,Crystal Palace,7.0,9.0,16.0,36.734693877551024,121.0,86.42857142857143,8.0,23,FW,16200000
Yohan Cabaye,2016-2017,Crystal Palace,4.0,3.0,7.0,27.500000000000004,158.0,66.625,7.0,30,MF,16500000
Aaron Lennon,2016-2017,Everton,0.0,1.0,1.0,0.0,26.0,46.27272727272727,0.0,29,MF,5500000
Ashley Williams,2016-2017,Everton,1.0,3.0,4.0,40.0,424.0,87.72222222222223,7.0,31,DF,7200000
Dominic Calvert-Lewin,2016-2017,Everton,1.0,0.0,1.0,14.285714285714285,20.0,31.363636363636363,1.0,19,MF,22000000
Enner Valencia,2016-2017,Everton,3.0,1.0,4.0,38.70967741935484,40.0,38.375,1.0,26,FW,9000000
Gareth Barry,2016-2017,Everton,2.0,1.0,3.0,41.17647058823529,184.0,64.0,10.0,35,MF,1000000
Gerard Deulofeu,2016-2017,Everton,0.0,0.0,0.0,42.85714285714285,10.0,41.54545454545455,1.0,22,FW,8100000
Gylfi Sigurdsson,2016-2017,Everton,9.0,13.0,22.0,43.103448275862064,106.0,87.57894736842105,2.0,27,MF,30000000
Idrissa Gueye,2016-2017,Everton,1.0,1.0,2.0,24.0,264.0,81.36363636363636,11.0,27,MF,22000000
James McCarthy,2016-2017,Everton,0.0,1.0,1.0,50.0,40.0,51.0,2.0,25,MF,2700000
Kevin Mirallas,2016-2017,Everton,4.0,6.0,10.0,37.704918032786885,36.0,59.42857142857143,2.0,28,MF,8250000
Leighton Baines,2016-2017,Everton,2.0,3.0,5.0,33.33333333333333,179.0,88.15625,4.0,31,DF,10800000
Mason Holgate,2016-2017,Everton,0.0,1.0,1.0,50.0,134.0,76.16666666666667,2.0,19,DF,4500000
Morgan Schneiderlin,2016-2017,Everton,1.0,0.0,1.0,37.5,89.0,62.94117647058823,2.0,26,MF,22000000
Phil Jagielka,2016-2017,Everton,3.0,2.0,5.0,42.85714285714285,316.0,83.29629629629629,4.0,33,DF,1800000
Ramiro Funes Mori,2016-2017,Everton,0.0,1.0,1.0,16.666666666666664,176.0,66.91304347826087,0.0,25,DF,10800000
Romelu Lukaku,2016-2017,Everton,25.0,6.0,31.0,50.0,40.0,88.29729729729729,3.0,23,FW,45000000
Ross Barkley,2016-2017,Everton,5.0,8.0,13.0,33.70786516853933,81.0,80.69444444444444,5.0,22,MF,25000000
Seamus Coleman,2016-2017,Everton,4.0,3.0,7.0,44.44444444444444,167.0,89.11538461538461,3.0,28,DF,15300000
Tom Davies,2016-2017,Everton,2.0,3.0,5.0,35.714285714285715,69.0,64.29166666666667,4.0,18,MF,8800000
Yannick Bolasie,2016-2017,Everton,1.0,4.0,5.0,22.22222222222222,31.0,75.14285714285714,3.0,27,MF,22000000
Abel Hernández,2016-2017,Hull City,4.0,3.0,7.0,46.15384615384615,14.0,59.5,0.0,25,FW,7200000
Adama Diomande,2016-2017,Hull City,2.0,0.0,2.0,26.08695652173913,39.0,53.13636363636363,1.0,26,FW,1350000
Ahmed El Mohamady,2016-2017,Hull City,0.0,2.0,2.0,22.22222222222222,189.0,76.36363636363636,6.0,29,DF,4400000
Alfred N'Diaye,2016-2017,Hull City,0.0,0.0,0.0,30.0,79.0,85.13333333333334,7.0,26,MF,5500000
Andrea Ranocchia,2016-2017,Hull City,2.0,2.0,4.0,62.5,176.0,83.0625,2.0,28,DF,5500000
Andrew Robertson,2016-2017,Hull City,1.0,2.0,3.0,14.285714285714285,198.0,82.9090909090909,5.0,22,DF,6300000
Curtis Davies,2016-2017,Hull City,0.0,2.0,2.0,30.0,340.0,82.1923076923077,4.0,31,DF,2750000
David Meyler,2016-2017,Hull City,0.0,0.0,0.0,37.5,71.0,47.7,2.0,27,MF,36300000
Dieudonne Mbokani Bezua,2016-2017,Hull City,0.0,1.0,1.0,28.57142857142857,11.0,63.583333333333336,0.0,31,FW,4500000
Evandro,2016-2017,Hull City,0.0,0.0,0.0,0.0,22.0,52.36363636363637,1.0,30,MF,11000000
Harry Maguire,2016-2017,Hull City,2.0,2.0,4.0,29.411764705882355,285.0,79.55172413793103,5.0,23,DF,7200000
